itemCollection_HM_careerStarter_pack_rare,,,
Gear_TargetingTrackingSystem_RCA_InstaTrac-VIII,Upgrade,1,1
Gear_TargetingTrackingSystem_Hartford_F1800,Upgrade,1,1
Gear_TargetingTrackingSystem_IMBS_Aegis-10,Upgrade,1,1
Gear_TargetingTrackingSystem_Kallon_A-C-1000,Upgrade,1,1
Weapon_AMS_1,Weapon,1,1
Weapon_Laser_SmallLaserPulse_0-STOCK,Weapon,2,1
Weapon_PPC_PPCER_0-STOCK,Weapon,1,1
Weapon_Laser_LargeLaserER_0-STOCK,Weapon,1,1
Weapon_Laser_LargeLaserPulse_0-STOCK,Weapon,1,1
Weapon_Laser_MediumLaserER_0-STOCK,Weapon,1,1
Weapon_Laser_MediumLaserPulse_0-STOCK,Weapon,1,1
Weapon_Laser_SmallLaserER_0-STOCK,Weapon,2,1
