itemCollection_Ammo_all,,,
Ammo_AmmunitionBox_Generic_AC2,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_AC5,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_AC10,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_AC20,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_SRM,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_LRM,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_MG,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_LB2X,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_LB5X,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_LB10X,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_LB20X,AmmunitionBox,0,10
Ammo_AmmunitionBox_Generic_AC10_double,AmmunitionBox,1,4
Ammo_AmmunitionBox_Generic_AC20_double,AmmunitionBox,1,4
Ammo_AmmunitionBox_Generic_AC2_double,AmmunitionBox,1,4
Ammo_AmmunitionBox_Generic_AC5_double,AmmunitionBox,1,4
Ammo_AmmunitionBox_Generic_LRM_double,AmmunitionBox,1,4
Ammo_AmmunitionBox_Generic_MG_double,AmmunitionBox,1,4
Ammo_AmmunitionBox_Generic_SRM_double,AmmunitionBox,1,4
Ammo_AmmunitionBox_Generic_AC10_half,AmmunitionBox,1,10
Ammo_AmmunitionBox_Generic_AC20_half,AmmunitionBox,1,10
Ammo_AmmunitionBox_Generic_AC2_half,AmmunitionBox,1,10
Ammo_AmmunitionBox_Generic_AC5_half,AmmunitionBox,1,10
Ammo_AmmunitionBox_Generic_LRM_half,AmmunitionBox,1,10
Ammo_AmmunitionBox_Generic_MG_half,AmmunitionBox,1,10
Ammo_AmmunitionBox_Generic_SRM_half,AmmunitionBox,1,10
emod_engine_cooling_20,HeatSink,0,10
emod_engine_9000,HeatSink,0,10
