itemCollection_faction_Kurita,,,
itemCollection_systemStores_Mechs_Kurita_Light,Reference,2,10
itemCollection_systemStores_Mechs_Kurita_Medium,Reference,2,10
itemCollection_systemStores_Mechs_Kurita_Heavy,Reference,1,10
itemCollection_systemStores_Mechs_Kurita_Assault,Reference,1,10
itemCollection_systemStores_MechParts_Kurita_Light,Reference,1,10
itemCollection_systemStores_MechParts_Kurita_Medium,Reference,1,10
itemCollection_systemStores_MechParts_Kurita_Heavy,Reference,1,10
itemCollection_systemStores_MechParts_Kurita_Assault,Reference,1,10
itemCollection_systemStores_Weapons_Kurita_Rare,Reference,0,10
itemCollection_systemStores_Weapons_Kurita_General,Reference,9,10
